Screen Name,User Name,Tweet Created At,Tweet Text,Tweet Coordinates,Retweet Count,Phone Type,Favorite Count,Favorited,Type
CNBC,CNBC,2019-07-28 20:40,"Joseph Stiglitz, a Nobel-Prize winning economist, says cryptocurrencies should be shut down. He worries that they e… https://t.co/bgg5oSlcwW",None,39,Twitter Media Studio,47,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 20:28,This is exactly what the 1% are teaching their children about money. https://t.co/XKWwini5D6 https://t.co/CzPKV4EsnK,None,10,SocialFlow,16,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 20:24,How this high school dropout went from $100K in debt to bringing in $18M selling stuff on Amazon.… https://t.co/ORC0uYCDnq,None,21,Twitter Media Studio,36,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 20:21,Elon Musk's brain-machine start-up plans human trials in 2020. https://t.co/37hPb8cFbo,None,29,SocialFlow,34,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 20:10,"Students can now take ""mental health days"" off from school in Oregon. (via @CNBCMakeIt) https://t.co/rOqXgBqCu9",None,16,SocialFlow,31,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 20:09,McKinsey's influence in business is virtually unparalleled. It’s all because McKinsey is the company that gets call… https://t.co/orCIlPZXgS,None,16,Twitter Media Studio,31,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 19:45,Worried about your financial future? This selfie could help turn things around. #investinyou (In partnership with… https://t.co/Wap24IIg2C,None,4,SocialFlow,14,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 19:40,"Here's how to negotiate your rent and save hundreds, according to @Ramit Sethi. https://t.co/6d0FsXAhAh (via… https://t.co/igpdQBuP9C",None,5,Twitter Media Studio,9,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 19:33,"Swiping for cash back, the right way #investinyou (In partnership with @acorns.) https://t.co/GkWGTpH74U",None,5,SocialFlow,10,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 19:29,". @Awkwafina got her start on social media — YouTube, to be specific — and says that maintaining a healthy relation… https://t.co/xCWl0335k1",None,4,Twitter Media Studio,10,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 19:23,Here's what CEOs actually do all day. https://t.co/yW6aPkI9oi,None,19,SocialFlow,24,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 19:11,"Under-breast sweat is a serious problem, and this personal assistant quit her job just to solve the issue. In 12 mo… https://t.co/PGgF8Er45b",None,22,SocialFlow,66,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 19:08,"""Leaving the Army is a very confusing time,"" says Ritholtz Wealth CFO Bill Sweet. Here's what you need to focus on… https://t.co/q1fmZH0ws6",None,7,Twitter Media Studio,12,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 19:07,These are Walmart CEO Doug McMillon's 3 tips for getting promoted. (via @CNBCMakeIt) https://t.co/xNQ7XfCLoq,None,14,SocialFlow,20,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 18:41,This rule from the Marines is the secret to successful leadership. https://t.co/H9Zi4VGl0y via @CNBCMakeIt https://t.co/XNhNjH6JhS,None,52,Twitter Media Studio,118,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 18:37,Director of National Intelligence Dan Coats is expected to step down: NYT https://t.co/KFftRz1p13,None,13,SocialFlow,12,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 18:25,These are the 10 best universities in the world this year. https://t.co/nlg0CWiUBK,None,15,SocialFlow,18,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 18:22,Often find yourself in a world of pure procrastination? Here's how you get out. https://t.co/ydJ3mYjwE2 via… https://t.co/wZf95NJf0P,None,23,Twitter Media Studio,45,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 18:15,Microsoft announced it is investing $1 billion in Elon Musk's artificial intelligence project last week. https://t.co/RaqIqMkj56,None,104,SocialFlow,226,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 18:07,Here's how an extra $25 a week can help you pay off your home faster. (via @CNBCMakeIt) https://t.co/4CyqSSGYok,None,9,SocialFlow,14,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 18:03,"Going cashless may be convenient for some people, but for others, it makes businesses inaccessible.… https://t.co/uqJJ5AhiFs",None,14,Twitter Media Studio,19,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 17:43,Bill and Melinda Gates say it's unfair that they have so much wealth.  https://t.co/0I8GMPhGct via @CNBCMakeIt https://t.co/bl4ly5hux6,None,132,Twitter Media Studio,375,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 17:25,You could save hundreds of dollars per month by refinancing your home—here's how to do it. (via @CNBCMakeIt) https://t.co/VS7l7fdPrE,None,5,SocialFlow,5,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 17:23,Doctors know you lie to them. Here's what patients lie about the most. https://t.co/X1nZp00a3U,None,9,SocialFlow,12,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 17:22,".
@DrOz shares his tip on starting the day on the right foot and taking care of yourself for the rest of the day.… https://t.co/w3zq6R6QNO",None,10,Twitter Media Studio,21,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 17:11,"Elizabeth Warren says the ""warning lights are flashing"" for the next economic crash. https://t.co/RMTpKtVBWH",None,46,SocialFlow,75,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 17:06,"This start-up is introducing smart glasses that can tell you the weather, read text messages, and connect to Alexa… https://t.co/6Citvs2W9A",None,31,Twitter Media Studio,70,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 17:00,"Journaling for 15 minutes a day can help improve your problem-solving skills, among other benefits. (via… https://t.co/9Yj7nf97tl",None,8,SocialFlow,33,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 16:42,"When you think about London, you might think of Tesco, the largest retailer in the UK. But despite the store's succ… https://t.co/P38p4ekonR",None,11,Twitter Media Studio,34,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 16:23,Here's how Canadian health care compares to America's system. https://t.co/65b6wQCQjo,None,12,SocialFlow,49,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 16:22,It's a fear many email users have: Opening a link that promises exclusive celebrity pics and ending up in the middl… https://t.co/gt5PxqqZnH,None,10,Twitter Media Studio,8,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 16:12,"Here's how to negotiate the best price on a car, according to former car salesmen. (via @CNBCMakeIt) https://t.co/AeeGUUJTLJ",None,17,SocialFlow,33,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 16:07,"In 1999, Warren Buffett auctioned off his 20-year-old wallet — with the name of a ""winning"" stock inside — for $210… https://t.co/E99wStoUZc",None,24,SocialFlow,58,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 16:04,"Fast food chains dominate markets all over the world. But in Vietnam, it's a different story.… https://t.co/4u8VKkyPmg",None,12,Twitter Media Studio,31,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 16:00,A majority of Americans have no clue how much money they need to have stashed away to retire comfortably. @Grow_mag… https://t.co/sqP4ktDulK,None,13,SocialFlow,22,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 15:43,"Here are 3 fun facts about Mr. Rogers that you probably don’t know, including that his bedtime was a strict 10 p.m.… https://t.co/ixoqeX3k2f",None,16,Twitter Media Studio,43,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 15:29,"Trump 'richly deserves impeachment,' House Judiciary Chairman Jerry Nadler says https://t.co/UmZ807Wabc",None,27,SocialFlow,72,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 15:23,"Samsung’s Galaxy Buds look less silly than Apple AirPods and are just as good, @RoboTodd says in his review.… https://t.co/eCkEqOMpZh",None,11,Twitter Media Studio,16,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 15:22,Here are the top 5 things people wish they hadn't spent their hard-earned money on. #investinyou (In partnership wi… https://t.co/ZfgwMxny7R,None,6,SocialFlow,13,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 15:11,This Japanese longevity expert lived to 105 and generally ate the same thing every day. (via @CNBCMakeIt) https://t.co/mpecysBYR8,None,46,SocialFlow,104,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 15:03,"The stock market could be in for a 'VIXplosion,' says widely followed strategist Sven Henrich (via @TradingNation) https://t.co/Zp1ydRomCa",None,54,SocialFlow,149,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 15:03,The 2019 Honda Passport is the best mid-size SUV https://t.co/w5SnaAyF7j,None,3,SocialFlow,14,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 15:02,Lehman Brothers' failure in 2008 triggered a massive financial crisis and upended the lives of thousands of former… https://t.co/mlfMJRhMkr,None,10,Twitter Media Studio,20,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 14:59,Here's how to submit a claim for compensation from the $700 million Equifax data breach settlement. (via… https://t.co/EVCZ2Xtc6C,None,19,SocialFlow,28,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 14:41,Want to see holograms overlayed on the world around you? Microsoft has made its augmented reality device — HoloLens… https://t.co/1wdx8zXPHf,None,29,Twitter Media Studio,45,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 14:32,Here's how parents can cut their kids' college costs https://t.co/jZ7xXa1goV,None,9,SocialFlow,15,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 14:23,You may want to rethink that DNA test. https://t.co/oSLCOgmAWN,None,13,SocialFlow,17,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 14:22,"Before she was a Supreme Court justice, Ruth Bader Ginsburg's cases dealing with money became a central tool in her… https://t.co/dWqHg3Rzdi",None,8,Twitter Media Studio,18,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 14:13,An early look at how Microsoft is sprucing up its 500-acre campus to recruit tech talent https://t.co/twzBuCJvev,None,11,SocialFlow,25,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 14:09,"42% of Americans have less than $10,000 saved and will retire broke. https://t.co/puroBptgA5",None,82,SocialFlow,134,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 14:06,"-Spaghetti with a sweet banana ketchup sauce and hotdog chunks
-Sweet burger steaks
-Buckets of fried chicken 
The… https://t.co/cWNC2e1Lcp",None,14,Twitter Media Studio,27,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 14:03,My house smells like an airport. Yours can too https://t.co/eyBBeGwVd3,None,4,SocialFlow,21,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 14:01,Here's how much money the winner of the 2019 British Open will earn. (via @CNBCMakeIt) https://t.co/Tsg7dJS5hm,None,3,SocialFlow,8,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 13:58,How tech-infused primary care centers turned One Medical into a $2 billion business https://t.co/mQqOJcwCiP,None,5,SocialFlow,13,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 13:49,"These colleges are tuition free, if you can get in https://t.co/lasYKT9VPo",None,13,SocialFlow,37,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 13:44,Americans fork over billions in hidden fees #investinyou (In partnership with @acorns.) https://t.co/KykNGvTCak,None,7,SocialFlow,11,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 13:42,It's important to have a mix of long-term and short-term investments. Knowing what to expect from each will help yo… https://t.co/lwscnGVTjN,None,5,Twitter Media Studio,15,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 13:32,"Flyfishing and kayaking trips help L.L. Bean, Orvis sell more gear and attract more customers https://t.co/81rodNFrVU",None,4,SocialFlow,13,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 13:26,A new iPhone update will help you fight robocalls. Here’s how it works. https://t.co/YY9syJ9ixO,None,13,SocialFlow,30,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 13:22,"Compound interest: It's either the easiest way to double your savings, or a surefire ticket to bankruptcy. Here's w… https://t.co/iQyrSoU7Xh",None,24,Twitter Media Studio,46,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 13:19,Here's what this $1 trillion money manager is watching in the ETF market (via @ETFEdgeCNBC) https://t.co/CiVrVdwQKx,None,12,SocialFlow,7,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 13:16,Kentucky police use new technology to nab suspects in hours as rapid DNA testing market takes off https://t.co/nSzaUVqM2T,None,11,SocialFlow,18,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 13:10,Research shows this is how you make people think you are charismatic. (via @CNBCMakeIt) https://t.co/I8BcqxSpRG,None,13,SocialFlow,29,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 13:04,Here's how cosplayers live IRL. https://t.co/R26QdmMZJr via @CNBCMakeIt https://t.co/xGfbOoMqW6,None,7,Twitter Media Studio,8,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 13:02,"How Canon, Nikon and other Japanese camera companies are fighting for survival in Smartphone era https://t.co/cSlPJ5B9Ly",None,17,SocialFlow,22,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 13:02,How heavy-lifting cargo drones could replace ships and trucks https://t.co/8OjNhehn8m,None,15,SocialFlow,12,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 13:02,"From private insurance to tariffs, here are the business issues to watch in next Democratic debate https://t.co/w1IVmK7qAy",None,6,SocialFlow,3,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 12:55,Meet the woman whose name is on 2 million pints of ice cream. (via @CNBCMakeIt) https://t.co/amt9hqzEmc https://t.co/xadOq9p1FV,None,9,SocialFlow,29,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 12:43,JetBlue is trying to hold onto its quirky culture while succeeding at the balancing act all airlines face: keeping… https://t.co/IFpT1kVTGY,None,9,Twitter Media Studio,17,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 12:32,"Passive investing boom could be causing a market bubble, but not in the stocks you would expect https://t.co/WNxUK3TXrS",None,12,SocialFlow,22,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 12:21,How boy band @bts_twt went from South Korean idols to international superstars. https://t.co/VKt0W4d7qa,None,96,SocialFlow,168,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 12:08,"Proving you deserve $20,000 from the Equifax settlement will be nearly impossible. https://t.co/imkbgzF4Uc",None,13,SocialFlow,17,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 12:05,"With compound interest, you make money on your money. Why would you leave that money on the table?… https://t.co/tCg9xJgSMu",None,9,Twitter Media Studio,18,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 11:54,"Here's why a science fiction writer is Elon Musk’s ""favorite philosopher."" (via @CNBCMakeIt) https://t.co/QQU32X0GI1",None,14,SocialFlow,38,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 11:08,Here are the top 5 things people wish they hadn't spent their hard-earned money on. #investinyou (In partnership wi… https://t.co/i8sc36AfYc,None,9,SocialFlow,14,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 11:04,"Huawei has been under scrutiny by the U.S. since at least 2011. But why, and why is it coming to a head now?… https://t.co/JHvMPRagqI",None,16,Twitter Media Studio,30,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 10:52,This is what Facebook and Google taught this couple about building a Chinese app that reaches 25 million users. (vi… https://t.co/1VKC8gHXUt,None,9,SocialFlow,11,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 10:06,"Free stock-trading start-up Robinhood is now valued at $7.6 billion after closing its most recent, late-stage fundi… https://t.co/r7w6yWAPQM",None,14,SocialFlow,36,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 10:04,Elon Musk has been outspoken in the past about wanting to settle a human colony on Mars. But how's he going to do i… https://t.co/fa3nR5q0Ry,None,11,Twitter Media Studio,23,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 9:50,This is the rule that comedian @hannibalburess applies to investing. (via @CNBCMakeIt) https://t.co/dy8okhTTsI,None,10,SocialFlow,7,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 9:06,"Amazon is partnering with Realogy, dipping its toes deeper into real estate. https://t.co/MyCzNjZSs3",None,10,SocialFlow,24,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 9:03,"Invest the maximum amount that you can, and try to do it on a pre-tax basis, like with a 401(k) plan.… https://t.co/KpYvnEd1Sq",None,3,Twitter Media Studio,7,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 8:42,"It can cost almost $55,000 to go to the University of Michigan—here's how much students actually pay. (via… https://t.co/vOWpArM6OV",None,16,SocialFlow,48,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 8:05,Ford is going on the offensive to defend its highly profitable pickup franchise from emerging all-electric truck co… https://t.co/6hHyxFmpLW,None,14,SocialFlow,26,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 8:02,"You don’t need to own 50 different investments to make money. 
@BobPisani explains why keeping it simple is the bes… https://t.co/dN6AKdxRRz",None,6,Twitter Media Studio,19,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 7:41,This is the money advice Mark Wahlberg would give his younger self. (via @CNBCMakeIt) https://t.co/HVXbtsm1HS,None,13,SocialFlow,39,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 7:21,"1 in 6 millennials have $100,000 saved — here's how much you should have at every age. https://t.co/wONxMwFNrb",None,22,SocialFlow,51,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 7:01,"As if a jacuzzi, 4 bars, and a fingerprint-locked wine cellar aren't enough, this Florida mansion also comes with a… https://t.co/FKoVyzDkiu",None,7,Twitter Media Studio,24,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 6:35,"This CEO started her flower delivery service with $49,000 in savings—now it’s a multimillion-dollar business. (via… https://t.co/93DJ5RjSdz",None,9,SocialFlow,22,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 6:21,Most Americans live paycheck to paycheck.  https://t.co/blvzrcSlEy,None,91,SocialFlow,157,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 6:09,This fashion competition isn't just about creating the most stylish designs. It's intended to teach designers how t… https://t.co/8SSN91cyQC,None,13,Twitter Media Studio,16,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 5:33,Kelsey Grammer's former Malibu compound is on sale for $19.95 million — take a look inside. (via @CNBCMakeIt)… https://t.co/kY8kEEcId1,None,15,SocialFlow,66,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 5:27,Here's how to supercharge Siri on the iPhone and iPad with a hidden feature you probably don't know about. https://t.co/FehUONoCU7,None,20,SocialFlow,39,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 5:19,Almost 70% of millennials regret buying their homes. Here's why. https://t.co/syt5lcsRYi,None,33,SocialFlow,72,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 5:08,"Could you survive three days without your phone, your favorite apps and even other people? We gave it a try. (via… https://t.co/OdwrmQd8CR",None,15,Twitter Media Studio,31,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 4:22,"Tom Cruise's jacket in the ""Top Gun"" sequel shows just how crucial China is to the U.S. film industry.… https://t.co/FFrXM1JlBo",None,12,SocialFlow,23,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 4:20,Here are 5 money mistakes that can destroy a marriage. https://t.co/eWQIfWEV9D,None,25,SocialFlow,30,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 4:19,"“If I lost everything and had to start from scratch, I would find a problem everybody had and I’d solve it,”… https://t.co/PM1BnCHfzC",None,26,SocialFlow,73,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 4:02,These are 6 things you should never put on your credit card. https://t.co/5pCLUc9H26 https://t.co/KSREShhc0B,None,9,Twitter Media Studio,17,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 4:01,Equifax agreed to pay $700 million for 2017's massive data breach. Here's what you need to know. (via @CNBCMakeIt) https://t.co/1rIqMERkkN,None,20,SocialFlow,48,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 3:33,"Take a look inside Reese Witherspoon's ""Big Little Lies"" home. https://t.co/xPqunbxHhF (via @CNBCMakeIt) https://t.co/YhVyliZX5W",None,5,Twitter Media Studio,24,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 3:25,More Americans are considering cutting their ties with the U.S. — here's why. https://t.co/ifdpSS3dEW,None,82,SocialFlow,118,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 3:11,Your personality could make or break your next job interview. These traits are the biggest turn-offs. (via… https://t.co/4hcr16o1Jq,None,5,SocialFlow,12,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 3:02,"Presidential candidate @AndrewYangVFA is giving one New Hampshire mom $1,000 a month to show UBI works. If elected… https://t.co/DtgTrLqmQl",None,18,Twitter Media Studio,56,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 3:00,Shaq uses a brilliant analogy to show young people how billionaires manage their money. (via @CNBCMakeIt) https://t.co/2CbOSgUeyN,None,19,SocialFlow,35,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 2:32,"African American consumers sometimes spend thousands of dollars a year on their hair, contributing to the multibill… https://t.co/ueQBUNaUJg",None,13,Twitter Media Studio,21,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 2:21,"The 8 steps I took to make my first million, according to a millennial millionaire. https://t.co/JFp17CQvLr",None,15,SocialFlow,43,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 2:16,Millennials posting pet pictures on Instagram could be at risk of fraud and financial scams. (via @CNBCMakeIt) https://t.co/FdZkpcHB1m,None,13,SocialFlow,20,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 2:10,"These are the cities where you can live comfortably on $50,000 a year. https://t.co/I1qhRAtBpM https://t.co/skP6TCHR3l",None,12,SocialFlow,28,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 2:05,"If you think Walmart is the only venture on the Walton family's agenda, think again. https://t.co/L0rpeqNPXO https://t.co/qljyOUpsYn",None,11,Twitter Media Studio,37,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 2:00,Warren Buffett wants 90% of his wealth invested in index funds after he's gone. (via @CNBCMakeIt) https://t.co/lleTmakAwB,None,27,SocialFlow,34,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 1:32,Here's the best way to shop at Target https://t.co/kZG3y4KZYv via @CNBCMakeIt https://t.co/oobT6vyiBr,None,8,Twitter Media Studio,15,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 1:20,Here's why Netflix says it lost U.S. paid subscribers for the first time in eight years. https://t.co/UVxS9hY1BS,None,7,SocialFlow,22,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 1:10,"Here's an example of the perfect cover letter, according to Harvard career experts. (via @CNBCMakeIt) https://t.co/fFy226uRQK",None,30,SocialFlow,109,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 1:02,"Drinking fruit juice may raise cancer risk, according to a recent study. https://t.co/BJFxmcKg5A",None,20,SocialFlow,27,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 1:02,"Egg-freezing is an invasive, expensive, and increasingly popular procedure. These start-ups are looking to change t… https://t.co/we7A9DOlbg",None,7,Twitter Media Studio,18,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 0:33,GoPro's share price has had a ride as turbulent as some of the heart-stopping stunt videos the camera is responsibl… https://t.co/qtNcpcmZgh,None,8,Twitter Media Studio,17,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 0:19,Companies have been buying back massive amounts of stock this year. https://t.co/xUIRZDfDTU,None,14,SocialFlow,20,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 0:09,You can earn nearly 27 times as much interest on your savings with the new Betterment account. (via @CNBCMakeIt) https://t.co/RYLNcZwGZv,None,5,SocialFlow,14,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 0:03,Self-made millionaire @Ramit Sethi shares his No. 1 piece of advice to invest for retirement.… https://t.co/1ZROHIXuFI,None,8,Twitter Media Studio,23,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-28 0:01,"When resigning, here's why you should never accept that counteroffer. https://t.co/gF1U342PyX",None,4,SocialFlow,7,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-27 23:33,Take a look inside the factory where robots work 24/7 to make the glass on your iPhone. https://t.co/TAxeF14JDH https://t.co/vU9mV1yzVD,None,21,Twitter Media Studio,49,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-27 23:18,"Majority of bitcoin trading is a hoax, a study finds. https://t.co/TE7Qa4G7pI",None,55,SocialFlow,95,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-27 23:08,"A key money lesson Alex Rodriguez taught his kids has ""doubled their money, for sure."" (via @CNBCMakeIt)… https://t.co/RYKqiIrDOp",None,6,SocialFlow,17,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-27 23:05,$130 avocado toast sneakers are now a thing. 🥑👟 https://t.co/kLU1Q2jT1i https://t.co/L0d6fJdLaD,None,12,Twitter Media Studio,21,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-27 23:00,I retired at 34 with $3 million—here are 7 benefits of early retirement I didn't expect. (via @CNBCMakeIt) https://t.co/7nsEQrUWyI,None,17,SocialFlow,57,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-27 22:34,"Cutting out avocado toast and lattes won't make you rich—here's what will, according to self-made millionaire… https://t.co/l8oRVzioex",None,11,Twitter Media Studio,35,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-27 22:20,"This one phrase can help you win any argument, according to an ex-FBI negotiator. https://t.co/pb7uSxJZUa",None,10,SocialFlow,33,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-27 22:08,This 34-year-old with 10 million credit card points shares his top 3 tips for managing credit cards. (via… https://t.co/i2PVHbUs1s,None,9,SocialFlow,18,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-27 22:04,"This small autonomous boat can be 3D-printed in less than 3 days, and could be used to taxi people and deliver good… https://t.co/4f9gggkrgy",None,24,Twitter Media Studio,44,FALSE,from:cnbc -filter:retweets
CNBC,CNBC,2019-07-27 21:58,"This is the best fast-food chain in America, according to 23,000 customers. (via @CNBCMakeIt) https://t.co/67fsCru9p5",None,21,SocialFlow,41,FALSE,from:cnbc -filter:retweets
