openBAC,openMA,openAAPL,openPFE,openBYND,timestamp
30.6835,277.22,219.5,39.41,198.65,2019-07-31 10:25
30.6448,276.57,219.5427,39.36,198.6434,2019-07-31 10:24
30.64,276.41,219.5,39.3501,199.16,2019-07-31 10:23
30.625,276.5,219.78,39.39,199.1411,2019-07-31 10:22
30.6122,276.54,219.865,39.37,198.87,2019-07-31 10:21
30.61,276.6271,219.6122,39.38,198.7696,2019-07-31 10:20
30.625,276.85,219.56,39.5458,197.9451,2019-07-31 10:19
30.655,277.05,219.315,39.46,197.8199,2019-07-31 10:18
30.67,277.05,219.605,39.44,198.41,2019-07-31 10:17
30.6799,277.34,219.42,39.36,198.8032,2019-07-31 10:16
30.71,277.41,219.65,39.42,199.14,2019-07-31 10:15
30.71,277.1,219.23,39.365,198.3432,2019-07-31 10:14
30.705,277.2439,219.01,39.37,198.1,2019-07-31 10:13
30.715,277.1375,218.85,39.365,197.87,2019-07-31 10:12
30.73,277.26,218.89,39.3067,197.965,2019-07-31 10:11
30.72,277.68,219.0458,39.36,198.26,2019-07-31 10:10
30.72,277.49,219.12,39.285,197.59,2019-07-31 10:09
30.73,277.44,219.25,39.155,197.49,2019-07-31 10:08
30.77,277.91,219.45,39.13,197.54,2019-07-31 10:07
30.7799,277.85,219.265,39.085,197.77,2019-07-31 10:06
30.77,277.52,219.52,39.07,198.5287,2019-07-31 10:05
30.773,277.66,219.31,39.065,199.69,2019-07-31 10:04
30.79,277.418,219.5601,39.07,199.135,2019-07-31 10:03
30.8,277.62,219.71,39.14,199.11,2019-07-31 10:02
30.8,278.01,219.7543,39.15,199.5,2019-07-31 10:01
30.82,277.9151,220.12,39.125,199.1244,2019-07-31 10:00
30.85,277.85,220.29,39.07,200.6,2019-07-31 9:59
30.86,277.82,220.06,39.0339,200.75,2019-07-31 9:58
30.85,277.693,220.24,39.065,201.0449,2019-07-31 9:57
30.87,278.12,220.51,39.075,200.7,2019-07-31 9:56
30.82,277.86,220.4,39.135,202.2,2019-07-31 9:55
30.8,277.625,220.55,39.2,201.6834,2019-07-31 9:54
30.755,277.71,220.86,39.145,202.1043,2019-07-31 9:53
30.76,277.9,221.29,39.095,203.79,2019-07-31 9:52
30.77,278.23,220.86,39.21,202.6049,2019-07-31 9:51
30.73,278.25,219.96,39.19,202.19,2019-07-31 9:50
30.755,278.025,219.8,39.12,200.54,2019-07-31 9:49
30.75,277.72,219.64,39.09,201.56,2019-07-31 9:48
30.78,277.5502,219.4493,39.09,201.805,2019-07-31 9:47
30.805,277.06,219.716,39.08,199.9621,2019-07-31 9:46
30.855,276.79,219.12,39.005,198.9479,2019-07-31 9:45
30.785,277.2,218.67,39.105,197.805,2019-07-31 9:44
30.78,277.715,219.1,39.02,196.51,2019-07-31 9:43
30.78,277.72,218.3696,38.89,197.01,2019-07-31 9:42
30.75,277.68,218.275,38.75,198.27,2019-07-31 9:41
30.78,278,218.415,38.71,198.71,2019-07-31 9:40
30.83,278.67,216.4,38.6,195.76,2019-07-31 9:39
30.8799,278.08,208.63,38.645,194.4993,2019-07-31 9:38
30.87,277.94,208.44,38.605,194.445,2019-07-31 9:37
30.88,277.86,208.44,38.605,193.88,2019-07-31 9:36
30.88,277.85,208.6175,38.605,195.07,2019-07-31 9:35
30.865,277.87,208.94,38.63,195.33,2019-07-31 9:34
30.865,277.7,209.0942,38.695,195.3505,2019-07-31 9:33
30.863,277.645,209.04,38.7101,195.64,2019-07-31 9:32
30.865,277.6,208.965,38.745,195.89,2019-07-31 9:31
30.86,277.585,208.99,38.745,195.5,2019-07-30 16:00
30.865,277.67,208.985,38.745,195.85,2019-07-30 15:59
30.865,277.68,208.98,38.81,196,2019-07-30 15:58
30.865,277.679,208.89,38.775,196.2285,2019-07-30 15:57
30.86,277.456,208.8662,38.72,196.48,2019-07-30 15:56
30.855,277.46,208.775,38.68,195.5,2019-07-30 15:55
30.86,277.3565,208.87,38.755,195.31,2019-07-30 15:54
30.865,277.17,208.88,38.7499,194.75,2019-07-30 15:53
30.87,277.34,209.0517,38.78,194.89,2019-07-30 15:52
30.875,277.57,209.06,38.7999,195.158,2019-07-30 15:51
30.87,277.5,209.0701,38.83,195.43,2019-07-30 15:50
30.86,277.43,209.09,38.795,195.4783,2019-07-30 15:49
30.85,277.6286,209.02,38.815,194.91,2019-07-30 15:48
30.85,277.65,209.09,38.83,194.53,2019-07-30 15:47
30.855,277.68,209.1235,38.835,194.39,2019-07-30 15:46
30.84,277.74,209.205,38.805,195.2611,2019-07-30 15:45
30.835,277.65,209.315,38.7899,195.145,2019-07-30 15:44
30.835,277.66,209.41,38.78,195.135,2019-07-30 15:43
30.83,277.7,209.3945,38.76,195.52,2019-07-30 15:42
30.83,277.695,209.435,38.7,195.861,2019-07-30 15:41
30.835,277.7,209.435,38.71,196.115,2019-07-30 15:40
30.835,277.85,209.415,38.655,196.219,2019-07-30 15:39
30.82,277.84,209.375,38.67,196.59,2019-07-30 15:38
30.825,277.82,209.4023,38.615,196.2718,2019-07-30 15:37
30.8229,277.78,209.39,38.625,195.8962,2019-07-30 15:36
30.8268,277.86,209.32,38.635,195.3785,2019-07-30 15:35
30.83,277.79,209.34,38.6633,195.24,2019-07-30 15:34
30.825,277.9,209.4,38.675,195.06,2019-07-30 15:33
30.81,277.79,209.405,38.675,194.9665,2019-07-30 15:32
30.82,278.03,209.55,38.68,195.4397,2019-07-30 15:31
30.83,278.18,209.695,38.685,194.96,2019-07-30 15:30
30.82,278.3,209.6728,38.67,194.06,2019-07-30 15:29
30.83,278.21,209.6838,38.6926,193.5828,2019-07-30 15:28
30.82,278.37,209.64,38.7,194.4201,2019-07-30 15:27
30.825,278.5631,209.78,38.715,194.51,2019-07-30 15:26
30.82,278.6871,209.765,38.735,194.43,2019-07-30 15:25
30.82,278.75,209.7723,38.76,194.41,2019-07-30 15:24
30.815,278.71,209.695,38.709,194.25,2019-07-30 15:23
30.815,278.62,209.595,38.7138,194.207,2019-07-30 15:22
30.805,278.72,209.61,38.73,195.2,2019-07-30 15:21
30.8,278.95,209.615,38.715,195.14,2019-07-30 15:20
30.8,279.05,209.625,38.718,195.25,2019-07-30 15:19
30.8,279.05,209.775,38.725,195.68,2019-07-30 15:18
30.775,279.09,209.765,38.73,196.63,2019-07-30 15:17
30.763,279.125,209.83,38.76,196.7589,2019-07-30 15:16
30.78,279.26,209.89,38.775,196.7452,2019-07-30 15:15
30.785,279.325,209.84,38.7499,196.61,2019-07-30 15:14
30.78,279.4,209.78,38.729,196.6278,2019-07-30 15:13
30.785,279.34,209.718,38.7084,196.895,2019-07-30 15:12
30.785,279.44,209.7252,38.745,196.4392,2019-07-30 15:11
30.77,279.49,209.655,38.765,197.4051,2019-07-30 15:10
30.775,279.51,209.5,38.71,197.795,2019-07-30 15:09
30.7755,279.59,209.445,38.695,197.5171,2019-07-30 15:08
30.77,279.7,209.395,38.645,197.5715,2019-07-30 15:07
30.77,279.81,209.4,38.645,197.2691,2019-07-30 15:06
30.765,279.88,209.45,38.655,197.5372,2019-07-30 15:05
30.775,279.84,209.5696,38.685,197.667,2019-07-30 15:04
30.78,279.85,209.6,38.685,197.0608,2019-07-30 15:03
30.775,279.8236,209.595,38.7099,196.155,2019-07-30 15:02
30.7704,279.7527,209.59,38.705,196.37,2019-07-30 15:01
30.775,279.92,209.62,38.71,196.67,2019-07-30 15:00
30.775,279.93,209.66,38.725,195.82,2019-07-30 14:59
30.775,280.02,209.56,38.765,195.88,2019-07-30 14:58
30.785,280.05,209.57,38.8258,195.86,2019-07-30 14:57
30.78,280.12,209.59,38.765,196,2019-07-30 14:56
30.775,280.02,209.69,38.76,195.7646,2019-07-30 14:55
30.79,280.135,209.745,38.785,196.52,2019-07-30 14:54
30.785,280.1164,209.825,38.7742,197.68,2019-07-30 14:53
30.775,280.205,209.79,38.785,197.53,2019-07-30 14:52
30.7842,280.23,209.765,38.75,197.4,2019-07-30 14:51
30.79,280.29,209.73,38.78,197.7,2019-07-30 14:50
30.785,280.255,209.7158,38.8,197.48,2019-07-30 14:49
30.785,280.2885,209.705,38.7935,197.339,2019-07-30 14:48
30.785,280.36,209.655,38.8175,197.0993,2019-07-30 14:47
30.785,280.375,209.71,38.78,197.54,2019-07-30 14:46
30.7881,280.36,209.74,38.83,198,2019-07-30 14:45
30.78,280.25,209.7,38.86,198.4841,2019-07-30 14:44
30.78,280.305,209.74,38.895,198.2148,2019-07-30 14:43
30.775,280.32,209.795,38.89,199.18,2019-07-30 14:42
30.775,280.43,209.83,38.905,199.1052,2019-07-30 14:41
30.76,280.44,209.8341,38.94,199.01,2019-07-30 14:40
30.765,280.73,209.975,38.9399,198.13,2019-07-30 14:39
30.755,280.67,210.025,38.93,198.455,2019-07-30 14:38
30.7769,280.69,210.11,38.9199,200.23,2019-07-30 14:37
30.775,280.73,210.005,38.895,200.24,2019-07-30 14:36
30.77,280.81,210.03,38.8865,200.2952,2019-07-30 14:35
30.775,280.82,209.95,38.875,200.305,2019-07-30 14:34
30.765,280.855,209.95,38.85,200.2899,2019-07-30 14:33
30.735,280.885,209.98,38.85,200.8515,2019-07-30 14:32
30.725,280.9587,209.9151,38.87,201.27,2019-07-30 14:31
30.73,280.93,209.92,38.8754,201.9,2019-07-30 14:30
30.71,280.9081,209.869,38.89,202.2334,2019-07-30 14:29
30.71,280.9,209.605,38.9599,201.6586,2019-07-30 14:28
30.71,280.8764,209.685,38.995,202.39,2019-07-30 14:27
30.695,281.02,209.53,38.995,202.72,2019-07-30 14:26
30.6901,281.06,209.49,38.99,202.747,2019-07-30 14:25
30.7,281.1,209.59,38.993,202.83,2019-07-30 14:24
30.6963,281.17,209.635,39.025,202.44,2019-07-30 14:23
30.68,281.2,209.46,39.03,201.74,2019-07-30 14:22
30.6868,281.2914,209.39,39.0401,201.2,2019-07-30 14:21
30.685,281.11,209.32,39.0321,201.4265,2019-07-30 14:20
30.66,281.275,209.06,39.05,201.44,2019-07-30 14:19
30.66,281.26,209.02,39.01,201.0743,2019-07-30 14:18
30.67,281.332,208.97,38.9815,200.55,2019-07-30 14:17
30.66,281.07,208.78,38.98,200.56,2019-07-30 14:16
30.6715,281.03,208.7,38.975,200.62,2019-07-30 14:15
30.6724,281.03,208.67,38.9611,200.6206,2019-07-30 14:14
30.675,281.07,208.7,38.955,201.2904,2019-07-30 14:13
30.6812,281.07,208.73,38.96,201.28,2019-07-30 14:12
30.6741,281.14,208.69,38.96,201.7657,2019-07-30 14:11
30.675,281.11,208.785,38.959,201.5689,2019-07-30 14:10
30.675,281.12,208.75,38.93,201.0902,2019-07-30 14:09
30.66,281.08,208.77,38.8962,201.8,2019-07-30 14:08
30.655,280.98,208.81,38.89,201.1177,2019-07-30 14:07
30.655,281.15,208.78,38.9,200.68,2019-07-30 14:06
30.67,280.8,208.8101,38.875,200.1,2019-07-30 14:05
30.67,280.78,208.8185,38.895,200.35,2019-07-30 14:04
30.66,280.69,208.7059,38.88,200.4176,2019-07-30 14:03
30.65,280.555,208.66,38.7951,200.01,2019-07-30 14:02
30.655,280.47,208.65,38.775,201.5,2019-07-30 14:01
30.66,280.55,208.694,38.795,201.36,2019-07-30 14:00
30.65,280.46,208.585,38.7949,200.895,2019-07-30 13:59
30.6496,280.58,208.645,38.8,200.62,2019-07-30 13:58
30.63,280.52,208.55,38.8,200.65,2019-07-30 13:57
30.63,280.48,208.505,38.795,200.8217,2019-07-30 13:56
30.625,280.58,208.57,38.81,200.33,2019-07-30 13:55
30.625,280.64,208.53,38.845,200.2,2019-07-30 13:54
30.63,280.635,208.4749,38.845,200.3026,2019-07-30 13:53
30.63,280.6,208.475,38.885,200.7499,2019-07-30 13:52
30.64,280.47,208.46,38.865,200.2,2019-07-30 13:51
30.6539,280.49,208.46,38.81,201.1658,2019-07-30 13:50
30.65,280.3733,208.43,38.765,201.86,2019-07-30 13:49
30.635,280.64,208.4,38.8116,201.774,2019-07-30 13:48
30.645,280.615,208.4039,38.86,201.58,2019-07-30 13:47
30.6399,280.77,208.38,38.875,201.8,2019-07-30 13:46
30.6341,280.77,208.4225,38.88,201.915,2019-07-30 13:45
30.62,280.85,208.37,38.89,201.73,2019-07-30 13:44
30.64,280.89,208.41,38.86,201.56,2019-07-30 13:43
30.64,280.88,208.285,38.875,201.7,2019-07-30 13:42
30.64,280.8801,208.28,38.87,201.5612,2019-07-30 13:41
30.635,280.895,208.25,38.8656,200.9875,2019-07-30 13:40
30.621,280.86,208.46,38.88,200.56,2019-07-30 13:39
30.625,280.92,208.465,38.885,201.81,2019-07-30 13:38
30.62,280.71,208.48,38.91,201.5273,2019-07-30 13:37
30.62,280.58,208.4562,38.935,202.1816,2019-07-30 13:36
30.615,280.7,208.36,38.95,202.18,2019-07-30 13:35
30.615,280.82,208.4,38.915,202.3,2019-07-30 13:34
30.62,280.8,208.48,38.935,203.5679,2019-07-30 13:33
30.62,280.8,208.37,38.9348,203.4444,2019-07-30 13:32
30.62,280.62,208.275,38.94,203.1636,2019-07-30 13:31
30.61,280.7002,208.24,38.975,202.6988,2019-07-30 13:30
30.6107,280.83,208.2069,38.975,203.37,2019-07-30 13:29
30.62,280.501,208.2,38.935,203.06,2019-07-30 13:28
30.62,280.4,208.19,38.935,202.975,2019-07-30 13:27
30.615,280.16,208.205,38.93,202.7791,2019-07-30 13:26
30.61,280.1,208.13,38.945,202.71,2019-07-30 13:25
30.603,279.96,208.12,38.94,202.52,2019-07-30 13:24
30.6046,279.775,208.09,38.9135,203.31,2019-07-30 13:23
30.5815,279.91,208.09,38.92,204.17,2019-07-30 13:22
30.585,279.8,207.99,38.935,203.5616,2019-07-30 13:21
30.575,279.934,207.905,38.96,203.07,2019-07-30 13:20
30.57,280.075,207.84,38.955,202.5811,2019-07-30 13:19
30.58,280.1,207.7872,38.9831,202.9886,2019-07-30 13:18
30.57,280.16,207.85,38.9856,203.0411,2019-07-30 13:17
30.565,280.29,207.85,38.99,203.99,2019-07-30 13:16
30.58,280.27,207.86,39.015,204.3546,2019-07-30 13:15
30.59,280.32,207.9,39,203.5612,2019-07-30 13:14
30.59,280.3195,207.8599,39.015,204.85,2019-07-30 13:13
30.59,280.16,207.85,39.01,205.495,2019-07-30 13:12
30.61,280.16,207.8968,39.04,205.0506,2019-07-30 13:11
30.605,280.28,207.9565,39.02,204.51,2019-07-30 13:10
30.61,280.28,207.99,39.035,205.4812,2019-07-30 13:09
30.6188,280.44,208.02,39.06,205.0592,2019-07-30 13:08
30.61,280.52,208.05,39.03,205.1076,2019-07-30 13:07
30.6201,280.63,208.12,39.025,206,2019-07-30 13:06
30.615,280.61,208.1,39.02,206.51,2019-07-30 13:05
30.63,280.62,208.13,39.015,207.0403,2019-07-30 13:04
30.62,280.63,208.07,39.04,207.477,2019-07-30 13:03
30.6035,280.6987,208.0504,39.07,207.15,2019-07-30 13:02
30.6141,280.75,208.08,39.065,206.71,2019-07-30 13:01
30.605,280.805,208.075,39.055,206.8521,2019-07-30 13:00
30.605,280.7425,208.015,39.05,206.7604,2019-07-30 12:59
30.62,280.76,208.06,39.045,206.6,2019-07-30 12:58
30.615,280.73,208.05,39.045,206.916,2019-07-30 12:57
30.6,280.82,208.0811,39.065,206.75,2019-07-30 12:56
30.61,280.77,208.065,39.07,207.26,2019-07-30 12:55
30.61,280.6725,208.085,39.075,207.6,2019-07-30 12:54
30.6078,280.57,207.99,39.09,208.82,2019-07-30 12:53
30.6,280.69,208,39.1,208.5,2019-07-30 12:52
30.61,280.64,207.99,39.1032,208.6499,2019-07-30 12:51
30.61,280.43,207.98,39.075,208.75,2019-07-30 12:50
30.605,280.3109,207.99,39.09,209.2287,2019-07-30 12:49
30.61,280.4346,208.02,39.06,208.782,2019-07-30 12:48
30.61,280.41,208.0474,39.075,208.665,2019-07-30 12:47
30.6,280.46,208.1188,39.1,208.3972,2019-07-30 12:46
30.5999,280.39,208.145,39.11,208.51,2019-07-30 12:45
30.6,280.475,208.14,39.07,209.7156,2019-07-30 12:44
30.5959,280.49,208.23,39.08,209.1574,2019-07-30 12:43
30.6,280.6421,208.2399,39.065,208.3226,2019-07-30 12:42
30.61,280.57,208.24,39.1,207.45,2019-07-30 12:41
30.61,280.49,208.2226,39.13,207.18,2019-07-30 12:40
30.62,280.53,208.184,39.105,206.25,2019-07-30 12:39
30.6176,280.64,208.14,39.097,206.1846,2019-07-30 12:38
30.62,280.72,208.125,39.095,206.58,2019-07-30 12:37
30.615,280.55,208.04,39.14,206.96,2019-07-30 12:36
30.63,280.4776,208.01,39.13,206.39,2019-07-30 12:35
30.635,280.51,208.04,39.15,207.7123,2019-07-30 12:34
30.615,280.57,208.055,39.14,207.7728,2019-07-30 12:33
30.615,280.54,207.99,39.1499,208.733,2019-07-30 12:32
30.61,280.52,208.0599,39.1375,209.6182,2019-07-30 12:31
30.62,280.4701,208.03,39.145,209.4306,2019-07-30 12:30
30.59,280.4154,207.96,39.15,208.65,2019-07-30 12:29
30.595,280.25,207.93,39.155,207.4951,2019-07-30 12:28
30.6,280.18,207.98,39.14,208.05,2019-07-30 12:27
30.595,280.02,207.9001,39.09,209.7931,2019-07-30 12:26
30.59,280.04,207.84,39.09,209.4108,2019-07-30 12:25
30.6,280.09,207.83,39.0461,209.4,2019-07-30 12:24
30.59,280.04,207.81,39.06,209.97,2019-07-30 12:23
30.605,280.1557,207.9821,39.09,209.474,2019-07-30 12:22
30.6,280.08,208.0499,39.06,209.08,2019-07-30 12:21
30.6,280.22,208.0135,39.187,210.48,2019-07-30 12:20
30.575,280.09,208.07,39.1543,211.02,2019-07-30 12:19
30.57,280.0509,208.09,39.22,211.8025,2019-07-30 12:18
30.53,280.0737,208.21,39.26,212.7625,2019-07-30 12:17
30.54,280.145,208.26,39.35,212.4316,2019-07-30 12:16
30.5531,279.9,208.22,39.315,213.16,2019-07-30 12:15
30.545,279.98,208.22,39.305,212.48,2019-07-30 12:14
30.56,280.189,208.2474,39.36,211.59,2019-07-30 12:13
30.56,280.365,208.245,39.3595,211.77,2019-07-30 12:12
30.57,280.47,208.17,39.365,212.16,2019-07-30 12:11
30.5723,280.46,208.07,39.39,211,2019-07-30 12:10
30.58,280.68,208.09,39.375,210.824,2019-07-30 12:09
30.56,280.76,208.17,39.37,211.2612,2019-07-30 12:08
30.56,280.89,208.09,39.365,212.72,2019-07-30 12:07
30.5101,280.85,208.18,39.4,213.21,2019-07-30 12:06
30.53,280.65,208.1072,39.3988,212.17,2019-07-30 12:05
30.54,280.995,208.13,39.385,216,2019-07-30 12:04
30.55,281.056,208.125,39.365,214.69,2019-07-30 12:03
30.55,281.43,208.1551,39.39,214.77,2019-07-30 12:02
30.555,281.69,208.1883,39.325,213.9744,2019-07-30 12:01
30.5533,281.6086,208.16,39.38,211.435,2019-07-30 12:00
30.5107,281.62,208.1699,39.3799,211.4157,2019-07-30 11:59
30.5,281.6722,208.084,39.36,210.67,2019-07-30 11:58
30.49,281.5861,208.0342,39.325,209.7221,2019-07-30 11:57
30.51,281.7,208.04,39.25,208.5009,2019-07-30 11:56
30.51,281.6899,208.0222,39.2728,210.1842,2019-07-30 11:55
30.51,281.57,208.1,39.31,211.58,2019-07-30 11:54
30.51,281.53,208.085,39.34,209.51,2019-07-30 11:53
30.52,281.52,208.0842,39.3353,209.162,2019-07-30 11:52
30.52,281.43,208.07,39.28,208.82,2019-07-30 11:51
30.51,281.4887,208.12,39.23,208.1891,2019-07-30 11:50
30.505,281.27,208.12,39.25,207.3325,2019-07-30 11:49
30.485,281.3843,208.06,39.3,207.235,2019-07-30 11:48
30.48,281.57,208.05,39.2541,206.73,2019-07-30 11:47
30.497,281.65,207.995,39.2983,205.62,2019-07-30 11:46
30.4834,281.6342,207.915,39.2905,204.205,2019-07-30 11:45
30.495,281.74,207.915,39.205,204.685,2019-07-30 11:44
30.51,281.89,207.98,39.205,204.48,2019-07-30 11:43
30.505,282.15,208.1135,39.17,204.8,2019-07-30 11:42
30.5149,282.21,208.09,39.25,204.63,2019-07-30 11:41
30.505,282.01,207.95,39.235,203.2323,2019-07-30 11:40
30.515,282.19,208.11,39.25,203.205,2019-07-30 11:39
30.5149,282.06,207.9751,39.1832,203.3175,2019-07-30 11:38
30.515,282.14,208,39.21,203.0699,2019-07-30 11:37
30.505,282.2392,208.06,39.1738,203.07,2019-07-30 11:36
30.51,282.01,207.9345,39.17,202.39,2019-07-30 11:35
30.5,281.9013,207.87,39.185,204.13,2019-07-30 11:34
30.485,281.8,207.88,39.145,204.0318,2019-07-30 11:33
30.475,281.63,207.78,39.12,203.15,2019-07-30 11:32
30.47,281.73,207.81,39.095,200.6608,2019-07-30 11:31
30.48,281.94,207.83,39.135,200.6473,2019-07-30 11:30
30.495,281.85,207.79,39.125,199.925,2019-07-30 11:29
30.49,281.9,207.79,39.005,199.6733,2019-07-30 11:28
30.48,281.75,207.68,39.015,199.5638,2019-07-30 11:27
30.475,281.36,207.68,38.985,199.375,2019-07-30 11:26
30.4652,281.2825,207.77,38.965,199.5001,2019-07-30 11:25
30.465,281.09,207.77,38.9862,199.14,2019-07-30 11:24
30.464,281.2,207.76,38.9801,199.5,2019-07-30 11:23
30.46,281.07,207.81,38.99,200.15,2019-07-30 11:22
30.47,281.08,207.87,38.955,200.15,2019-07-30 11:21
30.4501,280.84,207.5131,38.945,198.5,2019-07-30 11:20
30.4349,280.78,207.44,38.9859,199.315,2019-07-30 11:19
30.43,280.7175,207.435,38.955,199.254,2019-07-30 11:18
30.41,280.75,207.47,39.015,199.2878,2019-07-30 11:17
30.401,280.67,207.4,38.98,199.1415,2019-07-30 11:16
30.385,280.58,207.41,38.99,199.595,2019-07-30 11:15
30.39,280.4328,207.4277,38.94,200.61,2019-07-30 11:14
30.385,280.28,207.35,39.035,200.9699,2019-07-30 11:13
30.42,280.26,207.4,38.9751,200.6484,2019-07-30 11:12
30.4154,279.95,207.49,38.935,200.79,2019-07-30 11:11
30.4,279.93,207.53,38.92,200.49,2019-07-30 11:10
30.375,279.73,207.47,38.925,199.789,2019-07-30 11:09
30.38,279.76,207.575,38.9,199.0755,2019-07-30 11:08
30.371,279.55,207.62,38.91,199.1356,2019-07-30 11:07
30.38,279.66,207.6,38.9486,200.1901,2019-07-30 11:06
30.37,279.36,207.59,38.99,200.29,2019-07-30 11:05
30.35,279.58,207.63,39.055,200.65,2019-07-30 11:04
30.35,279.51,207.69,39.07,200.105,2019-07-30 11:03
30.3599,279.72,207.884,39.08,199.228,2019-07-30 11:02
30.35,279.6531,207.83,39.03,199.15,2019-07-30 11:01
30.32,279.55,207.76,39.01,199.325,2019-07-30 11:00
30.27,279.42,207.6381,39.07,198.7836,2019-07-30 10:59
30.271,279.3,207.5715,39.04,199.9,2019-07-30 10:58
30.29,279.38,207.67,39.1144,198.99,2019-07-30 10:57
30.285,279.2,207.76,39.2165,200,2019-07-30 10:56
30.28,279.3296,207.72,39.265,200.6633,2019-07-30 10:55
30.305,279.25,207.83,39.29,200.8456,2019-07-30 10:54
30.32,279.2299,207.7726,39.285,199.8503,2019-07-30 10:53
30.33,279.355,207.79,39.31,200.18,2019-07-30 10:52
30.32,279.195,207.8,39.32,199.1715,2019-07-30 10:51
30.3,278.8587,207.9,39.3383,199.2326,2019-07-30 10:50
30.3301,279.015,208.17,39.26,198.16,2019-07-30 10:49
30.34,278.7149,208.16,39.25,197.55,2019-07-30 10:48
30.35,278.82,208.21,39.21,196.8055,2019-07-30 10:47
30.34,278.8,208.24,39.37,198.8378,2019-07-30 10:46
30.34,278.71,208.145,39.3017,199.6135,2019-07-30 10:45
30.37,278.61,208.07,39.4253,199.5,2019-07-30 10:44
30.425,278.41,208.02,39.33,200.39,2019-07-30 10:43
30.415,278.4555,207.96,39.3073,199.178,2019-07-30 10:42
30.41,278.16,207.885,39.3024,199.07,2019-07-30 10:41
30.42,278.73,208.2862,39.462,200.4838,2019-07-30 10:40
30.42,278.7634,208.3442,39.42,200.78,2019-07-30 10:39
30.4,278.8,208.1735,39.5155,199.2152,2019-07-30 10:38
30.395,279.02,208.055,39.48,199.38,2019-07-30 10:37
30.38,279.31,208.23,39.415,197.86,2019-07-30 10:36
30.455,278.53,207.705,39.59,193.47,2019-07-30 10:35
30.41,278.65,207.875,39.63,192.35,2019-07-30 10:34
30.44,278.86,207.98,39.615,193.35,2019-07-30 10:33
30.4525,278.1928,207.895,39.61,192.79,2019-07-30 10:32
30.435,278.2,207.8499,39.62,191.56,2019-07-30 10:31
30.43,278.015,208.1165,39.4719,191.616,2019-07-30 10:30
30.44,277.68,208.08,39.27,191.62,2019-07-30 10:29
30.43,278.03,208.01,39.38,191.295,2019-07-30 10:28
30.4165,278.2449,208.05,39.2599,191.6425,2019-07-30 10:27
30.4,278.07,207.89,39.2,190.89,2019-07-30 10:26
30.39,278.4,207.99,39.1,189.61,2019-07-30 10:25
30.39,278.41,208.0911,39.22,190.08,2019-07-30 10:24
30.36,278.45,208.28,39.285,188.74,2019-07-30 10:23
30.35,278.7958,208.17,39.36,187.74,2019-07-30 10:22
30.33,279.77,208.35,39.39,187.26,2019-07-30 10:21
30.34,279.8,208.39,39.39,188.169,2019-07-30 10:20
30.375,279.63,208.63,39.55,188.52,2019-07-30 10:19
30.379,279.69,208.65,39.645,189.56,2019-07-30 10:18
30.365,279.6646,208.4755,39.71,190.555,2019-07-30 10:17
30.34,279.15,208.7,39.72,190.21,2019-07-30 10:16
30.3185,278.405,208.53,39.86,190.2501,2019-07-30 10:15
30.3366,278.07,208.88,39.88,191.876,2019-07-30 10:14
30.3499,277.8392,209.02,39.8,191.24,2019-07-30 10:13
30.3334,277.43,209.3,39.755,191.42,2019-07-30 10:12
30.28,277.1478,209.3,39.8,191.2868,2019-07-30 10:11
30.25,276.651,209.36,39.7156,192.5353,2019-07-30 10:10
30.235,276.28,209.3868,39.6,193.75,2019-07-30 10:09
30.2125,276.325,209.12,39.51,190.4596,2019-07-30 10:08
30.1997,276.65,209.2,39.29,187.98,2019-07-30 10:07
30.2,276.94,209.28,39.6,185.78,2019-07-30 10:06
30.225,278.14,209.315,40.11,188.6715,2019-07-30 10:05
30.2,279.34,208.76,39.83,186.34,2019-07-30 10:04
30.53,281.27,209.8075,41.42,222.56,2019-07-30 10:03
30.525,281.42,209.7675,41.34,222.7,2019-07-30 10:02
30.515,281.58,209.73,41.415,222.6,2019-07-30 10:01
30.505,281.62,209.765,41.435,223,2019-07-30 10:00
30.52,281.63,209.85,41.425,221.17,2019-07-30 9:59
30.535,281.6,209.7704,41.43,220.61,2019-07-30 9:58
30.5343,281.56,209.8,41.505,220.4288,2019-07-30 9:57
30.525,281.61,209.75,41.495,220.1701,2019-07-30 9:56
30.53,281.62,209.94,41.46,221.2,2019-07-30 9:55
30.52,281.6,210.03,41.47,221.8,2019-07-30 9:54
30.5258,281.51,210.195,41.495,221.62,2019-07-30 9:53
30.515,281.615,210.22,41.515,220.59,2019-07-30 9:52
30.515,281.68,210.21,41.5,220.2,2019-07-30 9:51
30.525,281.65,210.24,41.49,219.97,2019-07-30 9:50
30.525,281.65,210.29,41.52,219.6703,2019-07-30 9:49
30.535,281.76,210.28,41.515,220.02,2019-07-30 9:48
30.53,281.77,210.285,41.52,220.36,2019-07-30 9:47
30.545,281.7,210.2775,41.57,219.94,2019-07-30 9:46
30.535,281.6,210.26,41.53,219.97,2019-07-30 9:45
30.515,281.49,210.27,41.505,220.6056,2019-07-30 9:44
30.525,281.47,210.29,41.48,219.72,2019-07-30 9:43
30.52,281.42,210.2486,41.425,218.2,2019-07-30 9:42
30.515,281.4,210.218,41.42,219.03,2019-07-30 9:41
30.505,281.36,210.24,41.45,220.5801,2019-07-30 9:40
30.5082,281.52,210.295,41.47,222.21,2019-07-30 9:39
30.515,281.485,210.275,41.475,222.48,2019-07-30 9:38
